"code","label"
"71L24441","Isaiah prays to God and the shadow of the sundial goes back ten degrees"
"71L2445","Hezekiah's song of praise"
"71L245","Hezekiah showing his treasure (2 Kings 20:12-19; Isaiah 39)"
"71L2451","the king of Babylon, Merodach Baladan, sends Hezekiah a letter and a present"
"71L2452","Hezekiah welcomes the messengers and shows them his wealth"
"71L24521","Isaiah comes to King Hezekiah and prophesies that everything he owns will be carried off to Babylonia"
"71L25","story of Manasseh, son of Hezekiah, king of Judah (2 Kings 21:1-18; 2 Chronicles 33:1-20)"
"71L251","Manasseh's apostasy"
"71L2511","Manasseh rebuilds the pagan places of worship and builds altars to Baal"
"71L2512","Manasseh builds pagan altars in the temple of Jerusalem and worships the stars"
"71L2513","Manasseh sacrifices his own son as a burnt offering"
"71L2514","Manasseh practices magic and divination"
"71L252","misfortune brings Manasseh back to the true God"
"71L2521","Sennacherib's son and successor, Asarhaddon of Syria, invades Judah and captures Manasseh"
"71L2522","in captivity in Babylon, Manasseh becomes humble and begs God for help"
"71L25221","the prayer of Manasseh"
"71L2523","Manasseh returns to Jerusalem and rules again"
"71L25231","the city wall of Jerusalem is strengthened ~ story of Manasseh"
"71L25232","the idols and altars are removed from the temple of Jerusalem ~ story of Manasseh"
"71L26","story of Amon, son of Manasseh, king of Judah (2 Kings 21:19-26; 2 Chronicles 33:21-25)"
"71L261","Amon worships idols"
"71L262","Amon is killed in his palace"
"71L2621","the people of Judah slay Amon's assassins"
"71L27","story of Josiah, son of Amon, king of Judah (2 Kings 22:1 - 23:30; 2 Chronicles 34-35)"
"71L271","the book of Law is discovered ~ story of Josiah"
"71L2711","Josiah orders the repair of the temple"
"71L2712","Saphan, the scribe, comes to the high priest Hilkiah, who tells him that he has found the book of Law in the temple"
"71L2713","Saphan reads the book of Law aloud to the king who tears his clothes in dismay"
"71L2714","King Josiah sends Hilkiah, Saphan and three other officials to Huldah, the prophetess, who predicts that the punishment of Jerusalem will come, but only after Josiah's death"
"71L27141","Hilkiah, Saphan and three other officials report to King Josiah"
"71L272","Josiah does away with pagan worship"
"71L2721","Josiah summons the elders, the priests and all the people to the temple"
"71L27211","before the assembled people King Josiah reads the book of Law"
"71L2722","standing by a pillar King Josiah makes a covenant with God to keep His laws"
"71L27221","the people promise to keep the covenant ~ story of Josiah"
"71L2723","all the idols are brought out of the temple, burned, and their ashes pounded to dust ~ story of Josiah"
"71L27231","Josiah removes the horses and burns the chariots used in the worship of the sun-god"
"71L2724","the pagan priests are either killed or suppressed ~ story of Josiah"
"71L2725","all the pagan shrines over the entire kingdom are desecrated and destroyed ~ story of Josiah"
"71L27251","the altar at Bethel is desecrated: bones taken out of some nearby tombs are burnt on the altar (the tomb of the prophet of Judah is spared) ~ story of Josiah"
"71L2726","wizards and magicians are put away ~ story of Josiah"
"71L273","Josiah celebrates the Passover"
"71L2731","Josiah assigns to the Levites and the priests the duties they are to perform"
"71L2732","King Josiah and his officials contribute from their own herds for the sacrifices during the festival"
"71L2733","the animals are killed and roasted over fire; other offerings are boiled in pots and cauldrons ~ Josiah celebrating the Passover"
"71L274","battle with the Egyptians and death of Josiah"
"71L2741","King Necho II of Egypt traverses Palestine with his army"
"71L2742","Josiah marches out to arrest Pharaoh's progress"
"71L2743","Necho sends ambassadors to Josiah"
"71L2744","in the battle of Megiddo, Josiah is struck by Egyptian arrows"
"71L2745","Josiah's body is placed on a chariot and brought to Jerusalem"
"71L2746","burial of Josiah"
"71L28","story of Jehohahaz (Joahaz), son of Josiah, king of Judah (2 Kings 23:31-34; 2 Chronicles 36:1-4)"
"71L281","Jehohahaz is taken prisoner by King Necho II and brought to Egypt"
"71L29","story of Jehoiakim (Joakim), son of Josiah, king of Judah (2 Kings 23:34 - 24:6; 2 Chronicles 36:5-8)"
"71L291","King Necho II makes Jehohahaz' brother, Eliakim, king of Judah and changes his name into Jehoiakim"
"71L2911","Judah pays a large tribute to Pharaoh"
"71L292","Nebuchadnezzar (Nabuchodonosor) of Babylonia on his way to fight Egypt, invades Judah and Jehoiakim becomes a vassal of Babylon (2 Kings 24:1; 2 Chronicles 36:6-7; Daniel 1:1-2)"
"71L293","King Jehoiakim rebels against Babylon"
"71L2931","the Babylonians are joined by bands of Syrians, Moabites and Ammonites"
"71L2932","declining years and death of Jehoiakim"
"71L29321","Jehoiakim is captured and taken to Babylonia in chains"
"71L3","story of the kings and kingdom of Judah (part III)"
"71L31","story of Jehoiachin (Joachin), son of Jehoiakim, king of Judah (2 Kings 24:8-16, 25:27-30; 2 Chronicles 36:9-10)"
"71L311","Jehoiachin becomes king"
"71L312","first siege of Jerusalem ~ story of Jehoiachin"
"71L3121","Nebuchadnezzar captures the city; Jehoiachin, his mother, his wives, and the royal princes are carried away as prisoners (first siege of Jerusalem"
"71L31211","all the treasures of the temple and the palace of Jerusalem are carried off to Babylon ~ first siege of Jerusalem"
"71L3122","ten thousand Israelites, including the prophet Ezekiel, are deported to Babylon ~ story of Jehoiachin"
"71L313","when Evilmerodach becomes king of Babylon, Jehoiachin is released from prison and permitted to dine at the king's table for the rest of his life (2 Kings 25:27-30; Jeremiah 52:31-34)"
"71L32","story of Zedekiah, king of Judah (2 Kings 24:18 - 25:21; 2 Chronicles 36:11-21; Jeremiah 52:1-30)"
"71L321","Nebuchadnezzar makes Mattaniah, Jehoiachin's uncle, king and changes his name to Zedekiah"
"71L322","second siege of Jerusalem ~ story of Zedekiah"
"71L3221","Nebuchadnezzar and his army set up camp outside the city of Jerusalem (second siege of Jerusalem)"
"71L3222","famine afflicts the city of Jerusalem ~ story of Zedekiah"
"71L3223","the city walls of Jerusalem are broken through; Zedekiah and the soldiers escape during the night"
"71L3224","Zedekiah is captured by the Babylonians"
"71L32241","Zedekiah is chained and brought before Nebuchadnezzar"
"71L32242","Zedekiah's sons are put to death while he looks on"
"71L322421","the leading men of Judah are executed ~ story of Zedekiah"
"71L32243","King Zedekiah's eyes are put out"
"71L323","the fall of Jerusalem ~ story of Zedekiah"
"71L3231","Nebuzaradan, commander of the Babylonian army, burns down the temple and the palace of Jerusalem ~ second siege of Jerusalem"
"71L3232","the temple of Jerusalem is looted ~ story of Zedekiah"
"71L3233","the city walls of Jerusalem are torn down ~ story of Zedekiah"
"71L3234","the high priest and all the officials who were still in the city of Jerusalem are brought before Nebuchadnezzar, tortured and put to death"
"71L3235","the people of Judah, except the poorest, are taken to Babylonia ~ story of Zedekiah"
"71L33","Gedaliah, governor of Judah (2 Kings 25:22-26)"
"71L331","Gedaliah is made governor of the land by Nebuchadnezzar at Mizpah"
"71L332","Gedaliah persuades Johanan and some of the officers and soldiers who had not surrendered, to settle in Judah and serve the king of Babylon"
"71L333","Ishmael and his men attack Mizpah and kill Gedaliah"
"71L3331","Gedaliah is killed while eating with Ishmael and his men (Jeremiah 41:1-2)"
"71L334","eighty men who came to offer sacrifice in the temple are killed and their bodies thrown into a well (Jeremiah 41:4-7)"
"71L335","Johanan and the rest of the Judaeans flee to Egypt (Jeremiah 41:16-18)"
"71L4","the Babylonian Captivity of the Jews"
"71M","story of Elijah (Elias)"
"71M1","Elijah at the brook Cherith (1 Kings 17:1-6)"
"71M11","Elijah announces to King Ahab that God will bring a long drought in the land to avenge the apostasy of Israel"
"71M12","Elijah fed by the raven(s): while the prophet is living by the brook, ravens bring him food"
"71M2","Elijah and the widow of Zarephath (1 Kings 17:7-24)"
"71M21","when the brook dries up, Elijah crosses over to the city of Zarephath; at the gate he meets a woman and her little son gathering wood (the woman's sticks may form a cross)"
"71M211","Elijah asks the widow of Zarephath to fetch him some food"
"71M22","Elijah fed by the widow of Zarephath"
"71M221","the miracle of the barrel of meal and the jar of oil: to reward the woman's charity Elijah has her store of meal and oil renewed as long as the famine prevails"
"71M23","Elijah restores the child of the widow of Zarephath to life"
"71M231","the son of the widow of Zarephath falls mortally ill"
"71M232","the widow of Zarephath complains to Elijah"
"71M233","Elijah takes the child of the widow of Zarephath and carries him upstairs"
"71M234","Elijah lays the child of the widow of Zarephath on his bed and three times stretches himself out on the boy"
"71M2341","Elijah prays to God ~ story of the widow of Zarephath"
"71M235","Elijah hands the revived boy over to his mother, the widow of Zarephath"
"71M3","Elijah meets Ahab again (1 Kings 18:1-19)"
"71M31","preliminary events"
"71M311","the piety of Obadiah, governor of Ahab's house: when Queen Jezebel kills the Lord's priests, Obadiah hides a hundred of them in a cave and provides them with food"
"71M312","Ahab scours the country in search of Elijah and requires his men to swear that they could not find the prophet"
"71M32","God commands Elijah to present himself to King Ahab"
"71M33","at the height of the famine, Ahab orders Obadiah to search for grass for the horses and mules"
"71M34","on his way Obadiah meets Elijah who commands him to summon the king"
"71M35","Obadiah reports to Ahab, who then sets off to meet Elijah"
"71M36","Ahab is reproved by Elijah and asked to gather the priests of Baal on Mount Carmel for a contest"
"71M4","Elijah defies the priests of Baal; the end of the drought (1 Kings 18:20-46)"
"71M41","Ahab summons the priests of Baal and the people of Israel to meet on Mount Carmel"
"71M42","Elijah addressing the people"
"71M43","two sacrificial altars are set up ~ story of Elijah"
"71M431","an altar is prepared by the Baal-worshippers and a bull is laid upon it; all the priests' cries, wild dances and self-mutilations are in vain (sacrifice on Mount Carmel)"
"71M4311","the Baal-worshippers are mocked by Elijah"
"71M432","Elijah takes twelve stones and repairs the ruined altar; he prepares his sacrifice"
"71M4321","as Elijah prays, God sends fire which burns up not only his sacrifice but also the altar itself; the people fall prostrate"
"71M44","at Elijah's order, the priests of Baal are taken to the brook of Kishon and slain"
"71M45","the end of the drought ~ story of Elijah"
"71M451","Elijah climbs to the top of Mount Carmel where he bows down to the ground; a servant is sent to look towards the sea to check for rain"
"71M4511","the servant reports he has seen a small cloud ~ story of Elijah"
"71M452","in a downpour of rain, Ahab returns to Jezreel in his chariot with Elijah running in front of him"
"71M5","Elijah and the angel; Elijah on Mount Horeb (1 Kings 19:1-18)"
"71M51","Jezebel sends a message to Elijah in which she threatens to take his life"
"71M52","Elijah flees into the wilderness (desert)"
"71M521","Elijah sits dejected under a juniper-tree and falls asleep"
"71M53","an angel wakes Elijah; a loaf of bread and a jar of water are usually at Elijah's head"
"71M531","an angel, holding a loaf of bread and a jar (or chalice) wakes Elijah"
"71M54","Elijah comes to Mount Horeb where he dwells in a cave"
"71M55","after a furious wind, an earthquake and a fire, Elijah hears God's voice and covers his face with his cloak"
"71M551","Elijah stands at the entrance of the cave on Mount Horeb and listens to God"
"71M6","the calling of Elisha (1 Kings 19:19-21)"
"71M61","Elijah finds Elisha ploughing with a team of oxen and puts his cloak on him"
"71M62","Elisha kills a pair of oxen, and boils their flesh with the wood of the yoke"
"71M63","Elisha's farewell meal with his father, mother and friends"
"71M64","Elisha pouring water over Elijah's hands (2 Kings 3:11)"
"71M7","Elijah and the messengers of King Ahaziah (2 Kings 1:3-16)"
"71M71","an angel orders Elijah to meet the messengers of King Ahaziah"
"71M72","Elijah sends the messengers back to King Ahaziah with the message that he is to die soon"
"71M73","after the messengers report to Ahaziah, the king dispatches an officer with fifty men to get Elijah"
"71M74","when they reach Elijah, fire comes down and kills the officer and his men; their replacement is stricken also"
"71M75","a third officer is sent by King Ahaziah; he falls on his knees and begs Elijah to spare his life and that of his men"
"71M751","an angel advises Elijah to go to the king with the officer"
"71M76","Elijah goes to Ahaziah and prophesies his death"
"71M8","the ascension of Elijah (2 Kings 2:1-18)"
"71M81","Elijah and Elisha conversing on their way to the Jordan"
"71M811","Elijah and Elisha pass by the cities of Bethel and Jericho and at both places they meet a group of young prophets"
"71M82","Elijah and Elisha stop by the bank of the Jordan; Elijah rolls up his cloak and strikes the water with it: the water divides"
"71M821","Elijah and Elisha cross to the other side of the Jordan"
"71M83","Elijah's farewell: Elisha asks that some of Elijah's spirit might be granted to him"
"71M84","a chariot, horses of fire and a whirlwind appear and Elijah is carried up into heaven; Elijah's cloak falls (or he hands it over to Elisha)"
"71M85","Elisha is acknowledged as Elijah's successor"
"71M851","Elisha picks up Elijah's cloak and goes back to the Jordan"
"71M852","Elisha strikes the water with Elijah's cloak, parts the water and recrosses the river; he thus wins recognition from the sons of the prophets"
"71M853","the young prophets urge Elisha to let them go and look for Elijah; but they search him in vain"
"71M854","Elisha is welcomed in Jericho"
"71M9","other scenes from the story of Elijah"
"71M91","birth of Elijah"
"71M911","two angels swaddle the infant Elijah in flames"
"71M92","Enoch receives Elijah into heaven"
"71N","story of Elisha (Eliseus)"
"71N1","seven miracles of assistance ~ story of Elisha (Eliseus)"
"71N11","the water of Jericho is purified: when the citizens of Jericho complain about their water, Elisha puts some salt into a jar; he then throws the salt into the water (2 Kings 2:19-22)"
"71N12","the widow's oil: the little oil a woman has in store increases so that she and her son are able to fill many borrowed jars with it (2 Kings 4:1-7)"
"71N121","a widow, pressed for payment by a creditor, comes to Elisha who orders her to borrow as many empty jars as possible"
"71N13","Elisha and the Shunammite woman (2 Kings 4:8-37, 8:1-6)"
"71N131","the Shunammite woman's hospitality"
"71N1311","Elisha dining with the Shunammite woman"
"71N1312","the prophet Elisha is given room in the house of the Shunammite woman"
"71N132","Elisha promises the Shunammite woman a son in return for her hospitality"
"71N1321","birth of the son of the Shunammite woman"
"71N1322","when the son of the Shunammite woman joins his father and the harvest workers in the field he collapses"
"71N1323","the son of the Shunammite woman dies in his mother's lap"
"71N1324","the Shunammite woman rides out with her donkey to Elisha, bows down before him and taking hold of his feet, entreats him to come with her"
"71N1325","Gehazi is sent to the house with Elisha's staff; he attempts unsuccessfully to revive the child of the Shunammite woman"
"71N133","raising of the Shunammite woman's son"
"71N1331","Elisha finds the son of the Shunammite woman lying on his bed and prays to God"
"71N1332","Elisha stretches himself out upon the child of the Shunammite woman"
"71N1333","Gehazi fetches the Shunammite woman; when she sees her child alive she falls at Elisha's feet"
"71N134","the Shunammite woman and the famine"
"71N1341","Elisha advises the Shunammite woman to leave the country"
"71N1342","when the Shunammite woman returns later, she goes with her son to the king of Israel, whom she finds talking with Elisha's servant, and asks him for her house and land to be restored to her; the request is granted"
"71N14","the deadly pottage: Elisha purifies the poisoned pottage by throwing flour into it (2 Kings 4:38-41)"
"71N141","one of the sons of the prophets picks up herbs and wild gourds and throws them into a pot of boiling pottage; the pottage turns out to be inedible ~ story of Elisha"
"71N15","a hundred men are fed with twenty loaves of bread: Elisha receives barley bread of the first-fruits and a sack of corn which he multiplies to feed a hundred men"
"71N16","Naaman's leprosy (2 Kings 5)"
"71N161","Naaman, commander of the Syrian army, suffers from leprosy"
"71N1611","a little maid servant, an Israelite captive, tells her mistress that a prophet of Samaria could cure her husband"
"71N16111","Naaman is told about Elisha"
"71N1612","Naaman goes to Samaria bringing a letter and many valuable presents from the Syrian king"
"71N1613","when the letter of Naaman is shown to the king of Israel (Joram), he tears his clothes in dismay"
"71N1614","Naaman comes to the door of Elisha's house; the prophet sends a servant to tell him to wash himself seven times in the Jordan"
"71N1615","Naaman is reluctant to wash himself seven times in the Jordan but is persuaded by his servants"
"71N162","Naaman comes to the Jordan, dips himself seven times and is cured"
"71N1621","Naaman urges Elisha to accept some gifts, but Elisha refuses them; Naaman asks two mule-loads of earth"
"71N163","Gehazi's punishment"
"71N1631","Gehazi overtakes Naaman's chariot; he receives two talents and garments, which he conceals in Elisha's house"
"71N1632","Elisha rebukes Gehazi and as punishment causes him to be smitten with Naaman's leprosy"
"71N17","the recovery of the axe-head: as one of the sons of the prophets is cutting a tree to build a new house for Elisha and his followers, his axe-head falls into the Jordan; Elisha makes the axe-head float by casting a stick into the water (2 Kings 6:1-7)"
"71N2","the cursing of the children: when Elisha is on his way some children mock him for his baldness; Elisha curses them (2 Kings 2:23-25)"
"71N21","two bears come out of the woods and tear the children who were mocking Elisha to pieces"
"71N3","the confounding of the Syrians ~ story of Elisha (2 Kings 6:8-23)"
"71N31","Elisha warns the Israelite king of the ambushes planned by the Syrian king, who consequently sends troops to capture the prophet"
"71N32","when Elisha's servant notices the Syrian troops he is terrified, but Elisha opens his eyes and he sees the hillside covered with horses and chariots of fire"
"71N33","the Syrians come before Elisha; he prays to God and the Syrians are struck with blindness"
"71N34","Elisha leads the blind Syrians into the city of Samaria"
"71N341","in Samaria Elisha restores the sight of the Syrians and causes the king of Israel to feed them, and to let them return peacefully to Syria"
"71N4","Elisha and Hazael (2 Kings 8:7-15)"
"71N41","Elisha goes to Damascus"
"71N42","being ill, Benhadad II, king of Syria, sends Hazael to consult Elisha"
"71N43","Hazael comes to Elisha with forty camels and many gifts"
"71N44","Elisha weeps and tells Hazael he will be king of Syria"
"71N45","Hazael kills Benhadad: he soaks a cloth in water and smothers the king with it"
"71N46","Hazael becomes king of Syria"
"71N5","Elisha has Jehu anointed king of Israel (2 Kings 9:1-13)"
"71N51","Elisha sends one of the sons of the prophets to Ramoth with a jar of oil to anoint Jehu"
"71N52","the young prophet finds Jehu sitting with his fellow-officers"
"71N53","the young prophet goes inside with Jehu; there he pours the oil on Jehu's head and orders him to slay Ahab and all his family"
"71N54","when Jehu tells the officers about the young prophet's mission, they spread their cloaks on the stairs, blow trumpets and hail him"
"71N6","Elisha's sickness and death (2 Kings 13:14-20)"
"71N61","Joash, king of Israel, comes to visit the sick prophet Elisha"
"71N611","Elisha tells Joash to shoot an arrow through the window towards Syria and predicts that Joash will be victorious"
"71N612","Elisha tells Joash to strike the ground with arrows and predicts that he will have only three victories over the Syrians"
"71N62","Elisha dies"
"71N621","burial of Elisha"
"71N7","Elisha's bones (2 Kings 13:21)"
"71N71","during a funeral a band of ransacking Moabites is seen approaching and the corpse is thrown hastily into Elisha's tomb; when it touches Elisha's bones the man comes back to life"
"71O","prophets (before and during the Babylonian Captivity)"
"71O1","the book of Amos"
"71O11","Amos, the herdsman of Tekoa, prophesies at Bethel (Amos 1-2)"
"71O111","the Lord will roar from Zion ~ prophecy of Amos"
"71O112","the Lord will send a fire into the house of Hazael"
"71O113","the Lord will break the bar of Damascus ~ prophecy of Amos"
"71O114","the Lord will send a fire upon Judah and it shall devour the palace of Jerusalem ~ prophecy of Amos"
"71O115","other prophecies of destruction ~ the book of Amos"
"71O12","Amos addresses the women ('cows') of Bashan (Amos 4:1-3)"
"71O13","Amos' visions (Amos 7 - 9:8)"
"71O131","the vision of the grasshoppers ~ book of Amos"
"71O132","the vision of the devouring fire ~ the book of Amos"
"71O133","the vision of the Lord standing on a wall, with a plumbline in his hand ~ book of Amos"
"71O134","Amos sees a basket of fruit ~ visions of Amos"
"71O135","Amos sees the Lord standing on the altar, ordering its destruction"
"71O14","Amos is killed by Amaziah, a priest at Bethel"
"71O2","the book of Hosea"
"71O21","the Lord speaks to Hosea 'Go, take yourself a wife of harlotry ...' (Hosea 1:2)"
"71O22","Hosea, Gomer and the three children (Hosea 1:3-11)"
"71O221","the marriage of Hosea and the whore Gomer"
"71O222","the first son of Hosea and Gomer is born; the Lord tells Hosea to name him Jezreel"
"71O23","Hosea and the adulteress (Hosea 3)"
"71O24","Hosea's prophecies; Israel reproved and threatened for its impiety and idolatry (Hosea 4-14)"
"71O3","the book of Isaiah"
"71O31","Isaiah communicating with God"
"71O311","prayer of Isaiah and apparition of God (Isaiah 26:9, 45:6)"
"71O32","Isaiah's visions"
"71O321","in the temple filled with smoke, the Lord sits on a throne; above it angels, each one with six wings ~ Isaiah's visions (Isaiah 6:1-4)"
"71O322","purification of Isaiah: an angel touches Isaiah's lips with a burning coal, taken from the altar with tongs ~ Isaiah's visions (Isaiah 6:5-13)"
"71O323","other visions of Isaiah"
"71O33","Isaiah's prophecies"
"71O331","Isaiah's prophecy of the birth of Christ ('Immanuel') (possibly with Mary, the angel Gabriel and King Ahaz) (Isaiah 7:14-16)"
"71O332","Isaiah's prophecy of the Passion of Christ (Isaiah 52:13 - 53:12)"
"71O3321","'All we like sheep have gone astray' ~ Isaiah's prophecies (Isaiah 53:6)"
"71O333","Isaiah's prophecy of the tree of Jesse (Isaiah 11:1)"
"71O334","Isaiah's prophecy of the peaceable kingdom: 'the wolf shall dwell with the lamb' (Isaiah 11:6-9)"
"71O335","Isaiah's prophecy of the burden of Babel, Moab, Damascus, etc."
"71O336","Isaiah's prophecy of the fall of Babel (Isaiah 14:12-20)"
"71O337","other prophecies of Isaiah"
"71O337(...)","other prophecies of Isaiah (with BOOK CHAPTER:VERSE)"
"71O337(Is. 27:1)","Isaiah's prophecy of the slaying of Leviathan"
"71O337(Is. 2:4)","Isaiah's prophecy of the swords beaten into plough-shares"
"71O34","Isaiah's condemnations and exhortations"
"71O341","Isaiah condemning idolatry (Isaiah 44:9-20)"
"71O342","Isaiah condemning Judah's confidence in Egypt (Isaiah 30:1-7)"
"71O343","Isaiah exhorting the Israelites (Isaiah 51:1-2)"
"71O344","other condemnations and exhortations of Isaiah"
"71O344(...)","other condemnations and exhortations of Isaiah (with BOOK CHAPTER:VERSE)"
"71O344(Is. 53:1)","Isaiah condemning incredulity"
"71O35","canticles, lamentations and consolations of Isaiah"
"71O351","Isaiah's canticle of the vineyard with a tower in the midst (Isaiah 5:1-7)"
"71O352","Isaiah's song of thanksgiving (Isaiah 12)"
"71O353","Isaiah lamenting over Jerusalem (Isaiah 22:1-14, 29)"
"71O354","other canticles, lamentations and consolations of Isaiah"
"71O354(...)","other canticles, lamentations and consolations of Isaiah (with BOOK CHAPTER:VERSE)"
"71O354(Is. 26)","Isaiah's song of piety"
"71O36","martyrdom of Isaiah: by order of King Manasseh, Isaiah is sawn in two"
"71O37","other scenes ~ Isaiah"
"71O37(...)","other scenes ~ Isaiah (with BOOK CHAPTER:VERSE)"
"71O37(Is. 21:11)","'Watchman, what of the night?'"
"71O37(Is. 62:6)","the watchmen on the walls of Jerusalem"
"71O4","the book of Micah"
"71O41","Micah is called by the Lord to prophesy (Micah 1:1)"
"71O42","Micah's prophecies"
"71O421","many nations shall ascend the mountain of the Lord ~ Micah's prophecies (Micah 4:2)"
"71O422","Micah's prophecy of the swords beaten into ploughshares, and the spears into pruning-hooks (Micah 4:3)"
"71O423","Micah's prophecy of peace: every man shall sit under his vine and under his fig-tree (Micah 4:4)"
"71O424","Micah's prophecy concerning Bethlehem (Micah 5:2)"
"71O425","other prophecies of Micah"
"71O425(...)","other prophecies of Micah (with BOOK CHAPTER:VERSE)"
"71O5","the book of Zephaniah"
"71O51","Zephaniah is called by the Lord to prophesy (Zephaniah 1:1)"
"71O52","Zephaniah's prophecies"
"71O521","the Lord will destroy man and beast, birds and fishes ~ Zephaniah's prophecies (Zephaniah 1:3)"
"71O522","Jerusalem's idolatrous inhabitants and their idols will be destroyed ~ Zephaniah's prophecies (Zephaniah 1:4)"
"71O523","Zephaniah's prophecy of the day of the World's Judgement (Zephaniah 1:14-16)"
"71O524","Zephaniah's prophecy of the destruction of Nineveh (Zephaniah 2:13-15)"
"71O525","other prophecies of Zephaniah"
"71O525(...)","other prophecies of Zephaniah (with BOOK CHAPTER:VERSE)"
"71O6","the book of Habakkuk"
"71O61","Habakkuk communicating with God (Habakkuk 1)"
"71O62","Habakkuk is told to write his vision (Habakkuk 2:2)"
"71O63","Habakkuk's prophecies"
"71O63(...)","Habbakuk's prophecies (with BOOK CHAPTER:VERSE)"
"71O64","Habakkuk's prayer (Habakkuk 3)"
"71O7","the book of Jeremiah"
"71O71","the calling of Jeremiah (Jeremiah 1:4-19)"
"71O711","the Lord touches Jeremiah's lips"
"71O712","Jeremiah's vision of the rod of almond"
"71O7121","Jeremiah's vision of the virgin (Vulgate Jeremiah 1:11)"
"71O713","Jeremiah's vision of the seething pot"
"71O72","Jeremiah communicating with God"
"71O73","Jeremiah in the time of King Josiah"
"71O731","Jeremiah condemning idolatry (Jeremiah 2-6)"
"71O7311","Jeremiah addressing Jerusalem"
"71O7312","Jeremiah condemning Israel's apostasy"
"71O7313","Jeremiah prophesying the destruction of Jerusalem"
"71O7314","Jeremiah condemning Israel's confidence in Egypt and Assyria"
"71O7315","Jeremiah condemning Judah's insincerity"
"71O7316","Jeremiah condemning Judah's idolatrous sacrifices"
"71O732","Jeremiah sings a song of lamentation over the death of Josiah (2 Chronicles 35:25)"
"71O74","Jeremiah in the time of Jehoiakim"
"71O741","Jeremiah prays for the Israelites in the time of famine (Jeremiah 14)"
"71O742","Jeremiah's prophecy of the fall and destruction of Judah; Jeremiah's parables"
"71O7421","the parable of the marred girdle (Jeremiah 13:1-11)"
"71O74211","Jeremiah buys a linen girdle"
"71O74212","Jeremiah buries the linen girdle in a hole of a rock near the Euphrates"
"71O74213","Jeremiah digs up the linen girdle again; it is marred"
"71O7422","the parable of the wine bottles, and the Judaeans filled with drunkenness (Jeremiah 13:12-14)"
"71O7423","the parable of the potter (Jeremiah 18:1-10)"
"71O7424","the parable of the broken earthen bottle before the gate of Jerusalem (Jeremiah 19:1-13)"
"71O743","first imprisonment of Jeremiah (Jeremiah 19:14 - 20:6)"
"71O7431","Jeremiah preaching and prophesying in the temple court"
"71O7432","Jeremiah arrested by the priest Pashur"
"71O7433","Jeremiah tortured and put in the stocks by Pashur in the gate of the temple"
"71O7434","Jeremiah is released from the stocks"
"71O7435","Jeremiah curses Pashur and prophesies the Babylonian Captivity"
"71O744","Jeremiah exhorts the Israelites in the temple court (Jeremiah 26)"
"71O7441","Jeremiah arrested by priests and soldiers"
"71O7442","Jeremiah defends himself in a speech"
"71O7443","Jeremiah is released"
"71O745","Jeremiah and the Rechabites (Jeremiah 35)"
"71O7451","the Rechabites flee to Jerusalem"
"71O7452","Jeremiah brings the Rechabites to a chamber in the temple"
"71O7453","the Rechabites refuse the wine offered to them"
"71O7454","Jeremiah condemns the disobedience of the Judaeans"
"71O7455","the promise to the Rechabites"
"71O746","Jeremiah and Baruch (Jeremiah 36)"
"71O7461","Jeremiah dictates his prophecies to Baruch"
"71O7462","Baruch reads aloud Jeremiah's scroll in the temple"
"71O7463","Baruch reads Jeremiah's scroll to the princes"
"71O7464","Jeremiah's scroll is read to King Jehoiakim"
"71O7465","Jehoiakim burns Jeremiah's scroll"
"71O7466","Jeremiah and Baruch conceal themselves"
"71O7467","Jeremiah dictates a second scroll to Baruch"
"71O7468","Jeremiah prophesies the death of Jehoiakim (Jeremiah 36:30-32, 22:13-19)"
"71O75","Jeremiah in the reign of Jehoiachin"
"71O751","Jeremiah prophesies the captivity in Babylon to Jehoiachin (Jeremiah 22:24-28)"
"71O76","Jeremiah in the reign of Zedekiah"
"71O761","Jeremiah condemning the false prophets (Jeremiah 23:9-40)"
"71O762","Jeremiah's vision of the good and the bad figs (Jeremiah 24:1-10)"
"71O763","Jeremiah appears before King Zedekiah with a wooden yoke (Jeremiah 27-28)"
"71O7631","Hananiah prophesies falsely in the temple and breaks Jeremiah's wooden yoke"
"71O7632","Jeremiah curses Hananiah"
"71O764","Jeremiah advises the captives in Babylon to build houses and to multiply (Jeremiah 29:1-7)"
"71O765","Jeremiah prophesies the future restoration of Israel and Judah (Jeremiah 30-31)"
"71O7651","Jeremiah's prophecy of Jerusalem restored"
"71O7652","by order of Jeremiah, Seraiah casts the book with Jeremiah's prophecy of the destruction of Babylon into the Euphrates, after having bound a stone to it (Jeremiah 51:63)"
"71O766","Jeremiah ~ the siege of Jerusalem (Jeremiah 37-38)"
"71O7661","King Zedekiah's messengers come to Jeremiah at the beginning of the siege of Jerusalem"
"71O76611","Jeremiah's speech to King Zedekiah"
"71O7662","Jeremiah's imprisonment"
"71O76621","Jeremiah is arrested in the city gate"
"71O76622","Jeremiah is tortured"
"71O76623","Jeremiah is put in prison"
"71O76624","Jeremiah before Zedekiah"
"71O76625","Jeremiah is brought to the court of the prison"
"71O76626","the princes cast Jeremiah into a dungeon"
"71O76627","the eunuch Ebed-melech tells Zedekiah about Jeremiah's being cast into a dungeon"
"71O76628","Jeremiah is released from the dungeon"
"71O76629","the promise to Ebed-melech (Jeremiah 39:15-18)"
"71O7663","the field of Anathoth (Jeremiah 32)"
